,duree,annee,periode,geog,label,quantite,S_dep,nbr_act,penet,nbr_ach,BIO,pays
71401,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE GROSSE NON GRAPPE,7592538.111,13314742.63,6127275.526,38.7,2895639.923,NON BIO,FRANCE
71402,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE MOYENNE,3720328.052,5769849.376,3340073.631,19.7,1469269.118,NON BIO,FRANCE
71403,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE MOYENNE GRAPPE,589640.6503,1157514.462,590993.6029,4.6,343111.7621,NON BIO,FRANCE
71404,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE MOYENNE NON GRAPPE,3130687.402,4612327.44,2765689.202,16.6,1243714.733,NON BIO,FRANCE
71405,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE PETITE,15154683.38,25383714.93,15623111.44,60.6,4531374.532,NON BIO,FRANCE
71406,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE PETITE GRAPPE,5855010.64,10905911.48,6080617.35,34.1,2552087.143,NON BIO,FRANCE
71407,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE PETITE NON GRAPPE,9299672.736,14477795.97,9575278.893,46.7,3492568.578,NON BIO,FRANCE
71408,A,2008,A,DE 35 A 49 ANS,TOMATE VRAC,82205241.28,157437880.8,80142631.45,88.7,6631224.197,NON BIO,FRANCE
72033,A,2008,A,DE 50 A 64 ANS,TOMATE,111747193.8,221472525.0,120706967.4,95.3,6176881.41,NON BIO,FRANCE
72034,A,2008,A,DE 50 A 64 ANS,TOMATE ALLONGEE,3595146.442,7945143.112,4501874.494,28.2,1828142.662,NON BIO,FRANCE
72035,A,2008,A,DE 50 A 64 ANS,TOMATE ALLONGEE GRAPPE,269007.1845,692771.1475,394222.2576,4.1,265265.8403,NON BIO,FRANCE
72036,A,2008,A,DE 50 A 64 ANS,TOMATE ALLONGEE NON GRAPPE,3326132.774,7252371.965,4110913.754,26.5,1716051.472,NON BIO,FRANCE
72037,A,2008,A,DE 50 A 64 ANS,TOMATE AUTRES,9569230.139,17286909.9,9473809.653,52.1,3376093.011,NON BIO,FRANCE
72038,A,2008,A,DE 50 A 64 ANS,TOMATE AUTRE NON GRAPPE,819107.9755,1929483.161,863744.7402,6.9,445388.5433,NON BIO,FRANCE
72039,A,2008,A,DE 50 A 64 ANS,TOMATE BIO,2845554.846,7082721.135,3077706.224,16.8,1088815.446,BIO,FRANCE
72040,A,2008,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE,1861788.822,9223165.53,4724325.61,32.0,2071680.175,NON BIO,FRANCE
72041,A,2008,A,DE 50 A 64 ANS,TOMATE CERISE GRAPPE,193894.9993,814860.869,428244.4982,6.1,394079.6067,NON BIO,FRANCE
72042,A,2008,A,DE 50 A 64 ANS,TOMATE CERISE NON GRAPPE,1667893.823,8408304.661,4300114.242,29.3,1899947.939,NON BIO,FRANCE
72043,A,2008,A,DE 50 A 64 ANS,TOMATE COCKTAIL,437309.3148,1630986.144,842813.9621,8.7,563924.9604,NON BIO,FRANCE
72044,A,2008,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE,361652.4626,1318814.093,670472.2175,6.8,442010.3105,NON BIO,FRANCE
72045,A,2008,A,DE 50 A 64 ANS,TOMATE COCKTAIL NON GRAPPE,75656.85223,312172.0512,172328.7763,2.2,140245.2911,NON BIO,FRANCE
72046,A,2008,A,DE 50 A 64 ANS,TOMATE COTELEE ET COEUR DE BOEUF,138857.6869,415153.0357,189323.6863,2.2,141581.0223,NON BIO,FRANCE
72047,A,2008,A,DE 50 A 64 ANS,TOMATE COTELEE NON GRAPPE,129300.0763,399124.2614,175616.2312,1.9,124625.0171,NON BIO,FRANCE
72048,A,2008,A,DE 50 A 64 ANS,TOMATE GRAPPE,17205877.7,32735205.27,18408697.16,67.5,4376023.976,NON BIO,FRANCE
72049,A,2008,A,DE 50 A 64 ANS,TOMATE GRAPPE AUTRE,8750115.68,15357426.74,8616782.473,48.6,3154244.918,NON BIO,FRANCE
72050,A,2008,A,DE 50 A 64 ANS,TOMATE,108901638.9,214389797.4,117746189.5,95.1,6167388.64,NON BIO,FRANCE
72051,A,2008,A,DE 50 A 64 ANS,TOMATE NON GRAPPE,31074865.46,58810299.19,32437862.43,80.9,5248373.159,NON BIO,FRANCE
72052,A,2008,A,DE 50 A 64 ANS,TOMATE PREEMB,20145141.22,49991464.68,26510088.4,70.8,4589967.911,NON BIO,FRANCE
72053,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE,30237537.07,53222248.29,32444074.22,80.9,5245182.966,NON BIO,FRANCE
72054,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE GROSSE,12464356.17,21804761.3,11532450.24,54.8,3555787.761,NON BIO,FRANCE
72055,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE GROSSE GRAPPE,2201952.872,4179418.609,2226047.906,17.4,1127480.325,NON BIO,FRANCE
72056,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE GROSSE NON GRAPPE,10262396.82,17625342.69,9317775.5,48.1,3117110.294,NON BIO,FRANCE
72057,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE MOYENNE,2681668.41,4231765.007,2367628.928,16.6,1078012.882,NON BIO,FRANCE
72058,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE MOYENNE GRAPPE,351439.9547,721333.749,356737.4905,3.2,210416.5677,NON BIO,FRANCE
72059,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE MOYENNE NON GRAPPE,2330228.455,3510424.774,2016260.299,14.9,964021.8417,NON BIO,FRANCE
72060,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE PETITE,17532373.2,29007613.94,18654757.0,65.2,4228146.861,NON BIO,FRANCE
72061,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE PETITE GRAPPE,5068243.972,9634544.801,5846242.55,35.4,2297613.271,NON BIO,FRANCE
72062,A,2008,A,DE 50 A 64 ANS,TOMATE RONDE PETITE NON GRAPPE,12464122.75,19373069.14,12856082.04,55.9,3626808.459,NON BIO,FRANCE
72063,A,2008,A,DE 50 A 64 ANS,TOMATE VRAC,91602046.08,171481053.8,97023240.81,92.5,5998457.549,NON BIO,FRANCE
77423,A,2008,A,MOINS DE 35 ANS,TOMATE,60880914.98,134767805.3,68871098.43,93.0,5245414.543,NON BIO,FRANCE
77424,A,2008,A,MOINS DE 35 ANS,TOMATE ALLONGEE,1737147.517,4226057.27,2424311.622,23.2,1311078.576,NON BIO,FRANCE
77425,A,2008,A,MOINS DE 35 ANS,TOMATE ALLONGEE GRAPPE,183006.4106,436292.6994,283878.5736,4.0,223924.0147,NON BIO,FRANCE
77426,A,2008,A,MOINS DE 35 ANS,TOMATE ALLONGEE NON GRAPPE,1554135.464,3789770.213,2145110.474,21.1,1189798.391,NON BIO,FRANCE
77427,A,2008,A,MOINS DE 35 ANS,TOMATE AUTRES,4261812.214,8335105.539,4398388.542,36.8,2077189.057,NON BIO,FRANCE
77428,A,2008,A,MOINS DE 35 ANS,TOMATE AUTRE NON GRAPPE,377635.8582,818927.592,398670.1699,5.8,329964.4797,NON BIO,FRANCE
77429,A,2008,A,MOINS DE 35 ANS,TOMATE BIO,1394194.575,4078546.26,1760179.185,10.5,594422.4254,BIO,FRANCE
77430,A,2008,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE,1883563.93,10267999.67,4862226.71,34.6,1949459.779,NON BIO,FRANCE
77431,A,2008,A,MOINS DE 35 ANS,TOMATE CERISE GRAPPE,242114.6319,1210584.444,473982.936,6.0,340024.6132,NON BIO,FRANCE
77432,A,2008,A,MOINS DE 35 ANS,TOMATE CERISE NON GRAPPE,1641449.298,9057409.583,4398873.775,32.2,1815202.417,NON BIO,FRANCE
77433,A,2008,A,MOINS DE 35 ANS,TOMATE COCKTAIL,367519.3022,1446549.022,668476.9696,8.0,453377.4354,NON BIO,FRANCE
77434,A,2008,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE,319306.2676,1235748.883,573184.9927,6.5,368924.2227,NON BIO,FRANCE
77435,A,2008,A,MOINS DE 35 ANS,TOMATE COCKTAIL NON GRAPPE,48213.03464,210794.4967,95314.54583,1.6,88205.3096,NON BIO,FRANCE
77436,A,2008,A,MOINS DE 35 ANS,TOMATE GRAPPE,10124489.02,20601996.75,11193170.85,55.2,3116096.73,NON BIO,FRANCE
77437,A,2008,A,MOINS DE 35 ANS,TOMATE GRAPPE AUTRE,3884170.714,7516177.947,4002460.506,34.3,1936324.619,NON BIO,FRANCE
77438,A,2008,A,MOINS DE 35 ANS,TOMATE,59486720.41,130689259.0,67236109.51,92.8,5235422.117,NON BIO,FRANCE
77439,A,2008,A,MOINS DE 35 ANS,TOMATE NON GRAPPE,15552926.9,33503116.46,18454730.93,71.8,4053630.08,NON BIO,FRANCE
77440,A,2008,A,MOINS DE 35 ANS,TOMATE PREEMB,16894473.63,48551710.75,23785648.15,74.3,4191165.59,NON BIO,FRANCE
77441,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE,16132448.14,28736147.88,17273215.37,74.7,4216267.964,NON BIO,FRANCE
77442,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE GROSSE,5859522.783,10448551.7,5723561.461,40.8,2302997.583,NON BIO,FRANCE
77443,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE GROSSE GRAPPE,1678264.986,3070597.618,1681424.646,17.3,974134.632,NON BIO,FRANCE
77444,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE GROSSE NON GRAPPE,4181252.155,7377954.082,4066296.933,33.5,1891637.991,NON BIO,FRANCE
77445,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE MOYENNE,2447281.225,3815893.835,2243708.81,19.3,1088886.732,NON BIO,FRANCE
77446,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE MOYENNE GRAPPE,352883.3031,662919.3523,340949.9423,3.9,217559.5556,NON BIO,FRANCE
77447,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE MOYENNE NON GRAPPE,2094392.28,3152968.84,1909913.242,17.5,985244.2242,NON BIO,FRANCE
77448,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE PETITE,9076581.952,15433299.89,10412638.77,54.3,3063420.675,NON BIO,FRANCE
77449,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE PETITE GRAPPE,3454107.059,6447671.025,3956284.324,30.6,1725789.666,NON BIO,FRANCE
77450,A,2008,A,MOINS DE 35 ANS,TOMATE RONDE PETITE NON GRAPPE,5622469.25,8985628.866,6476621.415,43.8,2469032.103,NON BIO,FRANCE
77451,A,2008,A,MOINS DE 35 ANS,TOMATE VRAC,43986441.36,86216094.52,48208345.93,85.7,4835984.601,NON BIO,FRANCE
85996,A,2009,A,65 ANS ET PLUS,TOMATE,99693584.71,201696797.6,121935100.9,95.4,6296940.447,NON BIO,FRANCE
85997,A,2009,A,65 ANS ET PLUS,TOMATE ALLONGEE,7732786.577,17662510.01,11555434.66,51.3,3386555.708,NON BIO,FRANCE
85998,A,2009,A,65 ANS ET PLUS,TOMATE ALLONGEE PREEMB,1009502.784,3981635.758,2064067.589,18.8,1241169.225,NON BIO,FRANCE
85999,A,2009,A,65 ANS ET PLUS,TOMATE ALLONGEE VRAC,6723283.792,13680874.25,9520402.929,43.4,2862755.101,NON BIO,FRANCE
86000,A,2009,A,65 ANS ET PLUS,TOMATE AUTRE ORIGINE,1739148.443,3407948.122,2263754.318,17.2,1136688.967,NON BIO,AUTRE ORIGINE
86001,A,2009,A,65 ANS ET PLUS,TOMATE AUTRES,11144609.23,35923908.59,18594733.44,64.7,4268621.489,NON BIO,FRANCE
86002,A,2009,A,65 ANS ET PLUS,TOMATE AUTRES PREEMB,2946245.579,12652678.68,7264806.902,38.5,2541103.232,NON BIO,FRANCE
86003,A,2009,A,65 ANS ET PLUS,TOMATE AUTRES VRAC,8198363.648,23271229.91,11472102.59,48.9,3225416.247,NON BIO,FRANCE
86004,A,2009,A,65 ANS ET PLUS,TOMATE BELGIQUE,3022904.478,5399310.547,3814291.771,23.1,1524201.22,NON BIO,BELGIQUE
86005,A,2009,A,65 ANS ET PLUS,TOMATE BIO,3442000.409,8691775.279,4289221.835,25.7,1693446.168,BIO,FRANCE
86006,A,2009,A,65 ANS ET PLUS,TOMATE CERISE ALLONGEE,64936.30522,447412.3311,187521.8979,1.4,93371.51593,NON BIO,FRANCE
86007,A,2009,A,65 ANS ET PLUS,TOMATE CERISE ALLONGEE PREEMB,64936.30522,447412.3311,187521.8979,1.4,93371.51593,NON BIO,FRANCE
86008,A,2009,A,65 ANS ET PLUS,TOMATE CERISE RONDE,620485.604,3062375.825,1514828.425,12.7,837076.3664,NON BIO,FRANCE
86009,A,2009,A,65 ANS ET PLUS,TOMATE CERISE RONDE PREEMB,620485.604,3062375.825,1514828.425,12.7,837076.3664,NON BIO,FRANCE
86010,A,2009,A,65 ANS ET PLUS,TOMATE COCKTAIL GRAPPE,1688192.123,6446119.695,3134434.134,19.0,1253875.302,NON BIO,FRANCE
86011,A,2009,A,65 ANS ET PLUS,TOMATE COCKTAIL GRAPPE PREEMB,1146893.432,4321359.96,2112647.708,13.9,915477.8131,NON BIO,FRANCE
86012,A,2009,A,65 ANS ET PLUS,TOMATE COCKTAIL GRAPPE VRAC,541298.6907,2124759.735,1032347.321,7.0,459214.1316,NON BIO,FRANCE
86013,A,2009,A,65 ANS ET PLUS,TOMATE ESPAGNE,11074154.85,20905397.94,14270317.42,53.9,3554876.578,NON BIO,ESPAGNE
86014,A,2009,A,65 ANS ET PLUS,TOMATE FRANCE,51149940.83,102436420.8,60203829.41,83.6,5515368.187,NON BIO,FRANCE
86015,A,2009,A,65 ANS ET PLUS,TOMATE HOLLANDE,1137857.266,2092905.434,1410836.609,13.7,903273.3785,NON BIO,HOLLANDE
86016,A,2009,A,65 ANS ET PLUS,TOMATE ITALIE,776351.2182,1961428.888,1059607.632,8.3,546750.7529,NON BIO,ITALIE
86017,A,2009,A,65 ANS ET PLUS,TOMATE MAROC,5186726.325,8912907.226,6519808.342,34.5,2275417.507,NON BIO,MAROC
86018,A,2009,A,65 ANS ET PLUS,TOMATE,96251584.3,193005022.3,117894337.3,94.9,6263799.038,NON BIO,FRANCE
86019,A,2009,A,65 ANS ET PLUS,TOMATE ORIGINE NON PRECISE,15790043.46,28931427.57,19858885.81,51.2,3376357.844,NON BIO,AUTRE ORIGINE
86020,A,2009,A,65 ANS ET PLUS,TOMATE RONDE,42532184.23,70239016.58,48632480.81,85.6,5647405.781,NON BIO,FRANCE
86021,A,2009,A,65 ANS ET PLUS,TOMATE RONDE GRAPPE,35861737.92,67696672.45,43519330.92,83.2,5489975.834,NON BIO,FRANCE
86022,A,2009,A,65 ANS ET PLUS,TOMATE RONDE GRAPPE PREEMB,2016827.384,4341372.857,2358267.731,19.8,1305458.675,NON BIO,FRANCE
86023,A,2009,A,65 ANS ET PLUS,TOMATE RONDE GRAPPE VRAC,33844903.93,63355299.59,41199412.44,81.2,5357159.374,NON BIO,FRANCE
86024,A,2009,A,65 ANS ET PLUS,TOMATE RONDE PREEMB,8247801.839,11926729.33,7924889.263,38.1,2515130.03,NON BIO,FRANCE
86025,A,2009,A,65 ANS ET PLUS,TOMATE RONDE VRAC,34284375.79,58312287.25,40777128.44,81.1,5352142.948,NON BIO,FRANCE
93320,A,2009,A,DE 35 A 49 ANS,TOMATE,108281846.3,219307228.7,110165120.0,95.2,7139765.564,NON BIO,FRANCE
93321,A,2009,A,DE 35 A 49 ANS,TOMATE ALLONGEE,6243076.022,15492107.52,8959346.104,46.9,3518716.849,NON BIO,FRANCE
93322,A,2009,A,DE 35 A 49 ANS,TOMATE ALLONGEE PREEMB,1256605.336,5784569.284,2902873.928,21.6,1615928.88,NON BIO,FRANCE
93323,A,2009,A,DE 35 A 49 ANS,TOMATE ALLONGEE VRAC,4986470.685,9707538.239,6128989.11,35.5,2657847.208,NON BIO,FRANCE
93324,A,2009,A,DE 35 A 49 ANS,TOMATE AUTRE ORIGINE,2029094.729,3723313.111,2026245.93,13.0,971035.7051,NON BIO,AUTRE ORIGINE
93325,A,2009,A,DE 35 A 49 ANS,TOMATE AUTRES,11046263.96,39802208.23,18823455.85,64.5,4834127.398,NON BIO,FRANCE
93326,A,2009,A,DE 35 A 49 ANS,TOMATE AUTRES PREEMB,5170787.995,23299796.55,12497982.06,51.1,3830060.616,NON BIO,FRANCE
93327,A,2009,A,DE 35 A 49 ANS,TOMATE AUTRES VRAC,5875475.966,16502411.68,6506365.044,34.9,2616727.04,NON BIO,FRANCE
93328,A,2009,A,DE 35 A 49 ANS,TOMATE BELGIQUE,2197308.827,3503160.905,2093882.421,14.4,1075811.542,NON BIO,BELGIQUE
93329,A,2009,A,DE 35 A 49 ANS,TOMATE BIO,3701264.904,10106100.24,3829071.033,18.2,1360713.954,BIO,FRANCE
93330,A,2009,A,DE 35 A 49 ANS,TOMATE CERISE ALLONGEE,76250.36021,549188.5151,269976.2041,2.9,217603.2795,NON BIO,FRANCE
93331,A,2009,A,DE 35 A 49 ANS,TOMATE CERISE ALLONGEE PREEMB,76250.36021,549188.5151,269976.2041,2.9,217603.2795,NON BIO,FRANCE
93332,A,2009,A,DE 35 A 49 ANS,TOMATE CERISE RONDE,1417502.518,7004020.281,3176853.445,22.4,1677215.548,NON BIO,FRANCE
93333,A,2009,A,DE 35 A 49 ANS,TOMATE CERISE RONDE PREEMB,1417502.518,7004020.281,3176853.445,22.4,1677215.548,NON BIO,FRANCE
93334,A,2009,A,DE 35 A 49 ANS,TOMATE COCKTAIL GRAPPE,2655170.836,9930696.677,4499168.585,25.9,1943195.936,NON BIO,FRANCE
93335,A,2009,A,DE 35 A 49 ANS,TOMATE COCKTAIL GRAPPE PREEMB,2074240.7,7665968.767,3618709.701,22.3,1670265.977,NON BIO,FRANCE
93336,A,2009,A,DE 35 A 49 ANS,TOMATE COCKTAIL GRAPPE VRAC,580922.6391,2264720.412,888293.0814,6.9,515850.0674,NON BIO,FRANCE
93337,A,2009,A,DE 35 A 49 ANS,TOMATE ESPAGNE,11507919.37,21153511.22,11615431.55,45.6,3419181.303,NON BIO,ESPAGNE
93338,A,2009,A,DE 35 A 49 ANS,TOMATE FRANCE,42632175.39,80688594.48,39189903.82,73.7,5523386.873,NON BIO,FRANCE
93339,A,2009,A,DE 35 A 49 ANS,TOMATE HOLLANDE,813497.1081,1353689.415,782595.1334,7.1,533677.553,NON BIO,HOLLANDE
93340,A,2009,A,DE 35 A 49 ANS,TOMATE ITALIE,618046.991,1641568.073,767474.007,6.6,497362.8598,NON BIO,ITALIE
93341,A,2009,A,DE 35 A 49 ANS,TOMATE MAROC,4671798.321,7472227.93,4871341.712,29.4,2207534.516,NON BIO,MAROC
93342,A,2009,A,DE 35 A 49 ANS,TOMATE,104580573.9,209201128.5,106661336.9,94.8,7107814.032,NON BIO,FRANCE
93343,A,2009,A,DE 35 A 49 ANS,TOMATE ORIGINE NON PRECISE,24577303.08,44147946.49,25294428.31,62.5,4683973.189,NON BIO,AUTRE ORIGINE
93344,A,2009,A,DE 35 A 49 ANS,TOMATE RONDE,43301223.38,67187962.54,40796724.04,83.8,6279323.243,NON BIO,FRANCE
93345,A,2009,A,DE 35 A 49 ANS,TOMATE RONDE GRAPPE,43516570.11,79243878.43,41561716.59,80.1,6007068.0,NON BIO,FRANCE
93346,A,2009,A,DE 35 A 49 ANS,TOMATE RONDE GRAPPE PREEMB,2396192.496,5197641.676,2380621.56,17.2,1288901.723,NON BIO,FRANCE
93347,A,2009,A,DE 35 A 49 ANS,TOMATE RONDE GRAPPE VRAC,41120377.62,74046236.75,39198217.81,78.4,5877320.189,NON BIO,FRANCE
93348,A,2009,A,DE 35 A 49 ANS,TOMATE RONDE PREEMB,12256074.02,17710744.86,11065740.75,42.7,3203032.411,NON BIO,FRANCE
93349,A,2009,A,DE 35 A 49 ANS,TOMATE RONDE VRAC,31045149.36,49477217.68,29837895.72,76.3,5721415.903,NON BIO,FRANCE
93983,A,2009,A,DE 50 A 64 ANS,TOMATE,117698361.9,224257284.4,123320725.4,96.2,6341052.117,NON BIO,FRANCE
93984,A,2009,A,DE 50 A 64 ANS,TOMATE ALLONGEE,7266941.041,16045493.88,9606266.492,47.8,3149037.446,NON BIO,FRANCE
93985,A,2009,A,DE 50 A 64 ANS,TOMATE ALLONGEE PREEMB,1065452.845,4496300.914,2285135.918,19.7,1296013.787,NON BIO,FRANCE
93986,A,2009,A,DE 50 A 64 ANS,TOMATE ALLONGEE VRAC,6201488.196,11549192.97,7373711.758,37.7,2483088.221,NON BIO,FRANCE
93987,A,2009,A,DE 50 A 64 ANS,TOMATE AUTRE ORIGINE,1990148.689,3626354.889,2073110.551,14.6,963784.025,NON BIO,AUTRE ORIGINE
93988,A,2009,A,DE 50 A 64 ANS,TOMATE AUTRES,10541686.87,34636030.42,17270470.01,62.8,4140374.354,NON BIO,FRANCE
93989,A,2009,A,DE 50 A 64 ANS,TOMATE AUTRES PREEMB,4039147.172,17631439.14,9836141.908,46.0,3033658.101,NON BIO,FRANCE
93990,A,2009,A,DE 50 A 64 ANS,TOMATE AUTRES VRAC,6502539.696,17004591.28,7599203.761,40.5,2666334.667,NON BIO,FRANCE
93991,A,2009,A,DE 50 A 64 ANS,TOMATE BELGIQUE,4255285.696,6753567.552,4387809.79,22.0,1448372.001,NON BIO,BELGIQUE
93992,A,2009,A,DE 50 A 64 ANS,TOMATE BIO,3820299.5,9051807.568,3907407.478,22.1,1454891.093,BIO,FRANCE
93993,A,2009,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE,58025.84412,360303.3813,202493.9147,2.4,155060.7699,NON BIO,FRANCE
93994,A,2009,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE PREEMB,58025.84412,360303.3813,202493.9147,2.4,155060.7699,NON BIO,FRANCE
93995,A,2009,A,DE 50 A 64 ANS,TOMATE CERISE RONDE,806706.2259,4268317.287,2008934.745,15.4,1012423.432,NON BIO,FRANCE
93996,A,2009,A,DE 50 A 64 ANS,TOMATE CERISE RONDE PREEMB,806706.2259,4268317.287,2008934.745,15.4,1012423.432,NON BIO,FRANCE
93997,A,2009,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE,1883990.99,7281073.428,3483666.55,21.8,1435683.174,NON BIO,FRANCE
93998,A,2009,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE PREEMB,1505652.995,5828443.254,2827123.536,18.3,1209011.275,NON BIO,FRANCE
93999,A,2009,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE VRAC,378331.404,1452623.583,661038.4843,6.0,396366.0183,NON BIO,FRANCE
94000,A,2009,A,DE 50 A 64 ANS,TOMATE ESPAGNE,13368019.41,24013550.33,14723898.1,55.4,3648819.058,NON BIO,ESPAGNE
94001,A,2009,A,DE 50 A 64 ANS,TOMATE FRANCE,56401443.47,103341378.6,55206953.49,83.7,5518802.901,NON BIO,FRANCE
94002,A,2009,A,DE 50 A 64 ANS,TOMATE HOLLANDE,1472530.211,2373799.513,1454251.708,14.1,930358.0276,NON BIO,HOLLANDE
94003,A,2009,A,DE 50 A 64 ANS,TOMATE ITALIE,572724.2438,1440224.785,727791.6053,6.1,399529.9857,NON BIO,ITALIE
94004,A,2009,A,DE 50 A 64 ANS,TOMATE MAROC,6897244.631,11154441.89,7819501.584,36.6,2414034.632,NON BIO,MAROC
94005,A,2009,A,DE 50 A 64 ANS,TOMATE,113878062.4,215205476.8,119740656.7,95.8,6314092.478,NON BIO,FRANCE
94006,A,2009,A,DE 50 A 64 ANS,TOMATE ORIGINE NON PRECISE,18428594.14,32265717.86,20074094.5,54.5,3593508.953,NON BIO,AUTRE ORIGINE
94007,A,2009,A,DE 50 A 64 ANS,TOMATE RONDE,50683020.59,78147734.3,50227514.75,87.9,5795043.623,NON BIO,FRANCE
94008,A,2009,A,DE 50 A 64 ANS,TOMATE RONDE GRAPPE,46449539.91,83480640.93,47882217.31,85.0,5605086.929,NON BIO,FRANCE
94009,A,2009,A,DE 50 A 64 ANS,TOMATE RONDE GRAPPE PREEMB,2613601.877,5322973.093,2548687.812,19.7,1300891.57,NON BIO,FRANCE
94010,A,2009,A,DE 50 A 64 ANS,TOMATE RONDE GRAPPE VRAC,43835938.03,78157674.43,45358188.67,83.6,5513793.286,NON BIO,FRANCE
94011,A,2009,A,DE 50 A 64 ANS,TOMATE RONDE PREEMB,11424888.6,16454753.07,10383020.49,43.5,2866033.744,NON BIO,FRANCE
94012,A,2009,A,DE 50 A 64 ANS,TOMATE RONDE VRAC,39258125.41,61692974.64,39947369.34,83.2,5485409.862,NON BIO,FRANCE
100465,A,2009,A,MOINS DE 35 ANS,TOMATE,61123246.55,131653154.2,69444576.71,94.2,5348393.904,NON BIO,FRANCE
100466,A,2009,A,MOINS DE 35 ANS,TOMATE ALLONGEE,3218372.229,8507088.655,5082348.369,42.0,2381701.25,NON BIO,FRANCE
100467,A,2009,A,MOINS DE 35 ANS,TOMATE ALLONGEE PREEMB,650844.3708,3379536.612,1667359.453,18.6,1054362.659,NON BIO,FRANCE
100468,A,2009,A,MOINS DE 35 ANS,TOMATE ALLONGEE VRAC,2567527.859,5127552.044,3449152.768,29.5,1672479.206,NON BIO,FRANCE
100469,A,2009,A,MOINS DE 35 ANS,TOMATE AUTRE ORIGINE,1143697.244,2049405.427,1247403.465,13.5,763989.7817,NON BIO,AUTRE ORIGINE
100470,A,2009,A,MOINS DE 35 ANS,TOMATE AUTRES,8075156.305,29558617.08,14082420.45,64.0,3634530.972,NON BIO,FRANCE
100471,A,2009,A,MOINS DE 35 ANS,TOMATE AUTRES PREEMB,3807631.986,18362125.46,9458284.314,50.9,2888255.991,NON BIO,FRANCE
100472,A,2009,A,MOINS DE 35 ANS,TOMATE AUTRES VRAC,4267524.319,11196485.94,4797867.181,35.4,2009196.634,NON BIO,FRANCE
100473,A,2009,A,MOINS DE 35 ANS,TOMATE BELGIQUE,922923.4955,1404447.07,886404.1028,10.3,583475.9108,NON BIO,BELGIQUE
100474,A,2009,A,MOINS DE 35 ANS,TOMATE BIO,2309360.613,6819148.022,2864592.741,16.6,944577.4407,BIO,FRANCE
100475,A,2009,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE,44908.52268,305408.6046,155902.7291,1.9,109404.926,NON BIO,FRANCE
100476,A,2009,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE PREEMB,44908.52268,305408.6046,155902.7291,1.9,109404.926,NON BIO,FRANCE
100477,A,2009,A,MOINS DE 35 ANS,TOMATE CERISE RONDE,1154152.438,5839016.109,2856470.383,24.2,1375612.983,NON BIO,FRANCE
100478,A,2009,A,MOINS DE 35 ANS,TOMATE CERISE RONDE PREEMB,1154152.438,5839016.109,2856470.383,24.2,1375612.983,NON BIO,FRANCE
100479,A,2009,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE,1723012.646,6970873.214,3110783.624,26.5,1502221.869,NON BIO,FRANCE
100480,A,2009,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE PREEMB,1276884.616,4913498.681,2299421.935,22.8,1295831.108,NON BIO,FRANCE
100481,A,2009,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE VRAC,446122.3541,2057374.533,816095.4741,5.6,318247.7197,NON BIO,FRANCE
100482,A,2009,A,MOINS DE 35 ANS,TOMATE ESPAGNE,4945267.26,9579166.114,5652003.216,41.3,2346992.502,NON BIO,ESPAGNE
100483,A,2009,A,MOINS DE 35 ANS,TOMATE FRANCE,20980130.0,40983107.99,22027426.04,69.7,3958817.958,NON BIO,FRANCE
